Name,Address,Detail URL,Phone,Website,Email
"Capital Offices Inc.","34 Village Centre Pl, Mississauga, ON L4Z 1V9","https://www.google.com/maps/place/Capital+Offices+Inc./data=!4m7!3m6!1s0x882b47d7ace577e5:0xd9ac68ae64ec02fa!8m2!3d43.6002421!4d-79.642167!16s%2Fg%2F11l6m9hmn2!19sChIJ5XflrNdHK4gR-gLsZK5orNk?authuser=0&hl=en&rclk=1","+1 888-808-8854","",""
"Brampton Entrepreneur Centre + Co-working Space","41 George St S, Brampton, ON L6Y 2E1","https://www.google.com/maps/place/Brampton+Entrepreneur+Centre+%2B+Co-working+Space/data=!4m7!3m6!1s0x882b159774b8359d:0x18339b63ec7135c7!8m2!3d43.6844774!4d-79.7605471!16s%2Fg%2F11b7q4hc2l!19sChIJnTW4dJcVK4gRxzVx7GObMxg?authuser=0&hl=en&rclk=1","(905) 874-2650","https://brampton.ca","Mara.Lanz@brampton.ca"
"Paranest | Executive Private & Virtual Offices","10 George St N, Brampton, ON L6X 1R2","https://www.google.com/maps/place/Paranest+%7C+Executive+Private+%26+Virtual+Offices/data=!4m7!3m6!1s0x882b158b63f4849f:0xb85b088e613de992!8m2!3d43.685442!4d-79.7611241!16s%2Fg%2F11lcn7126v!19sChIJn4T0Y4sVK4gRkuk9YY4IW7g?authuser=0&hl=en&rclk=1","(905) 453-8422","https://paranest.com","info@paranest.com"
"Regus Brampton County Court","2 County Ct Blvd Unit 400, Brampton, ON L6W 3W8","https://www.google.com/maps/place/Regus+Brampton+County+Court/data=!4m7!3m6!1s0x882b3fcfdd14af81:0x2e0d6a971e9f6492!8m2!3d43.6632693!4d-79.7282497!16s%2Fg%2F11b5w8259b!19sChIJga8U3c8_K4gRkmSfHpdqDS4?authuser=0&hl=en&rclk=1","(905) 595-6700","https://regus.com",""
"The Heritage Executive Suites","100 Queen St W, Brampton, ON L6X 1A4","https://www.google.com/maps/place/The+Heritage+Executive+Suites/data=!4m7!3m6!1s0x882b15980026eb3b:0xb0bdaaecc818f606!8m2!3d43.6841038!4d-79.7623156!16s%2Fg%2F11f04000s3!19sChIJO-smAJgVK4gRBvYYyOyqvbA?authuser=0&hl=en&rclk=1","(905) 457-5454","https://theheritageexecutivesuites.com","sales@theheritageexecutivesuites.com"
"Lab•B","60 Queen St E #104, Brampton, ON L6V 1A9","https://www.google.com/maps/place/Lab%E2%80%A2B/data=!4m7!3m6!1s0x882b159694425fb9:0xda51089f187c715b!8m2!3d43.68751!4d-79.7584694!16s%2Fg%2F11vwwnsbm1!19sChIJuV9ClJYVK4gRW3F8GJ8IUdo?authuser=0&hl=en&rclk=1","","https://lab-b.ca",""
"Brampton Executive Offices","60 Gillingham Dr #402, Brampton, ON L6X 0Z9","https://www.google.com/maps/place/Brampton+Executive+Offices/data=!4m7!3m6!1s0x882b15ccd4d687e9:0xb563d6f66981690b!8m2!3d43.7041767!4d-79.7864749!16s%2Fg%2F11b6mjd8sd!19sChIJ6YfW1MwVK4gRC2mBafbWY7U?authuser=0&hl=en&rclk=1","(289) 801-9212","",""
"Untopical Insights","Plaza, 350 Rutherford Rd S II - Unit 104, Brampton, ON L6W 4N6","https://www.google.com/maps/place/Untopical+Insights/data=!4m7!3m6!1s0x882b15921a591abf:0xb91ec8cfecffb692!8m2!3d43.6821386!4d-79.7167609!16s%2Fg%2F11w2ymwhqh!19sChIJvxpZGpIVK4gRkrb_7M_IHrk?authuser=0&hl=en&rclk=1","(905) 588-4448","https://untopicalinsights.com",""
"Satellite Cowork","2250 Bovaird Dr E #114, Brampton, ON L6R 0W3","https://www.google.com/maps/place/Satellite+Cowork/data=!4m7!3m6!1s0x882b3d7e2d455555:0xd44c0bbf3618de4d!8m2!3d43.7508309!4d-79.7393303!16s%2Fg%2F11swc6t_kd!19sChIJVVVFLX49K4gRTd4YNr8LTNQ?authuser=0&hl=en&rclk=1","(647) 800-3585","https://satellitecowork.com","info@satellitecowork.com"
"CoMotion On King","115 King St E 3rd Floor, Hamilton, ON L8N 1A9","https://www.google.com/maps/place/CoMotion+On+King/data=!4m7!3m6!1s0x882c9b85241295bb:0xf43b1bbe6754b5fd!8m2!3d43.2556769!4d-79.8656042!16s%2Fg%2F11b8_rmkx1!19sChIJu5USJIWbLIgR_bVUZ74bO_Q?authuser=0&hl=en&rclk=1","(289) 389-5772","https://comotiongroup.ca","start@comotiongroup.ca"
"The Populace Co-Working and Shared Offices","180 James St S Suite 302, Hamilton, ON L8P 4V1","https://www.google.com/maps/place/The+Populace+Co-Working+and+Shared+Offices/data=!4m7!3m6!1s0x882c9b9dccb957d9:0xee8dbbe5d3440856!8m2!3d43.2513555!4d-79.8716609!16s%2Fg%2F11hbs_71vf!19sChIJ2Ve5zJ2bLIgRVghE0-W7je4?authuser=0&hl=en&rclk=1","(289) 639-2579","https://thepopulace.ca",""
"CoWork at the Cotton Factory","270 Sherman Ave N Suite #301, Hamilton, ON L8L 6N4","https://www.google.com/maps/place/CoWork+at+the+Cotton+Factory/data=!4m7!3m6!1s0x882c9b3c016e2e13:0xece56cd2432bd352!8m2!3d43.2601103!4d-79.8341949!16s%2Fg%2F11gnr_gs33!19sChIJEy5uATybLIgRUtMrQ9Js5ew?authuser=0&hl=en&rclk=1","(905) 547-8254","https://coworkfactory.ca","annette@coworkfactory.ca"
"The Seedworks Urban Offices","126 Catharine St N, Hamilton, ON L8R 1J4","https://www.google.com/maps/place/The+Seedworks+Urban+Offices/data=!4m7!3m6!1s0x882c9b85f95bc471:0x5d742bf3ea55dcb1!8m2!3d43.2589091!4d-79.8631892!16s%2Fg%2F1ptz549y2!19sChIJccRb-YWbLIgRsdxV6vMrdF0?authuser=0&hl=en&rclk=1","(905) 523-7425","",""
"Nest Coworking","120 Hughson St S, Hamilton, ON L8N 2B2","https://www.google.com/maps/place/Nest+Coworking/data=!4m7!3m6!1s0x882c9b5cddcd85ef:0x29ef993b75602edc!8m2!3d43.2522482!4d-79.8698243!16s%2Fg%2F11qb8ygkvb!19sChIJ74XN3VybLIgR3C5gdTuZ7yk?authuser=0&hl=en&rclk=1","(289) 769-3410","https://nestcoworking.ca","info@nestcoworking.ca"
"Uptown Business Club","236 Pritchard Rd, Hamilton, ON L8W 3P7","https://www.google.com/maps/place/Uptown+Business+Club/data=!4m7!3m6!1s0x882c9a4e01d6e655:0x89091ac946654474!8m2!3d43.1929847!4d-79.8199946!16s%2Fg%2F1v6wpzdx!19sChIJVebWAU6aLIgRdERlRskaCYk?authuser=0&hl=en&rclk=1","(905) 381-9210","https://uptownbizspace.ca",""
"Bright Workspace","1 Markland St, Hamilton, ON L8P 2J5","https://www.google.com/maps/place/Bright+Workspace/data=!4m7!3m6!1s0x882c9b349e8bda5f:0x98b4684b8cf2270b!8m2!3d43.2478216!4d-79.8734113!16s%2Fg%2F11wmhx7wwf!19sChIJX9qLnjSbLIgRCyfyjEtotJg?authuser=0&hl=en&rclk=1","(289) 775-0045","https://brightworkspace.com","info@brightworkspace.com"
"The Idea Room","35 Main St N #32, Waterdown, ON L8B 1R4","https://www.google.com/maps/place/The+Idea+Room/data=!4m7!3m6!1s0x882c9d69d1241bd3:0x67d9122434fbdf63!8m2!3d43.3341013!4d-79.8942992!16s%2Fg%2F11g6x8t1hs!19sChIJ0xsk0WmdLIgRY9_7NCQS2Wc?authuser=0&hl=en&rclk=1","(289) 619-4711","https://theidearoom.ca","info@theidearoom.ca"
"WorkWell Spaces","901 Guelph Line, Burlington, ON L7R 3N8","https://www.google.com/maps/place/WorkWell+Spaces/data=!4m7!3m6!1s0x882b61cc02eda2ad:0x92df6b8dcbcbfcc2!8m2!3d43.349547!4d-79.79851!16s%2Fg%2F11txhwxshx!19sChIJraLtAsxhK4gRwvzLy41r35I?authuser=0&hl=en&rclk=1","(289) 222-2888","https://workwellspaces.ca","info@workwellspaces.ca"
"Branch HQ","286 Sanford Ave N Unit 301, Hamilton, ON L8L 6A1","https://www.google.com/maps/place/Branch+HQ/data=!4m7!3m6!1s0x882c9b630817ac03:0xa6e10533c169ae4b!8m2!3d43.2593237!4d-79.8425189!16s%2Fg%2F11qntmnjsf!19sChIJA6wXCGObLIgRS65pwTMF4aY?authuser=0&hl=en&rclk=1","(905) 974-9879","https://branchhq.ca",""
"Regus King Street","21 King St W 5th Floor, Hamilton, ON L8P 4W7","https://www.google.com/maps/place/Regus+King+Street/data=!4m7!3m6!1s0x882c9b849a3dc671:0xca9511c662bc5c46!8m2!3d43.256759!4d-79.8700261!16s%2Fg%2F11hbv29p0n!19sChIJccY9moSbLIgRRly8YsYRlco?authuser=0&hl=en&rclk=1","(289) 778-1900","https://regus.com",""
"The Cotton Factory","270 Sherman Ave N, Hamilton, ON L8L 6N4","https://www.google.com/maps/place/The+Cotton+Factory/data=!4m7!3m6!1s0x882c9bff30a887d3:0xee8b6966b0c3875a!8m2!3d43.26!4d-79.8333333!16s%2Fm%2F0wf0ryh!19sChIJ04eoMP-bLIgRWofDsGZpi-4?authuser=0&hl=en&rclk=1","(905) 547-8256","https://cottonfactory.ca","info@cottonfactory.ca"
"Intelligent Office - Hamilton Ontario","1 Hunter St E Suite G100, Hamilton, ON L8N 3W1","https://www.google.com/maps/place/Intelligent+Office+-+Hamilton+Ontario/data=!4m7!3m6!1s0x882c9b7869770833:0x44c4cc377b26b59f!8m2!3d43.2537744!4d-79.8695617!16s%2Fg%2F11tng88y9z!19sChIJMwh3aXibLIgRn7UmezfMxEQ?authuser=0&hl=en&rclk=1","(647) 692-1233","https://intelligentoffice.com",""
"Commissary Kitchen","467 King St W, Hamilton, ON L8P 1B8","https://www.google.com/maps/place/Commissary+Kitchen/data=!4m7!3m6!1s0x882c9bf5f17b5571:0xfa8a506a81c31998!8m2!3d43.2606296!4d-79.8832177!16s%2Fg%2F11y1w1hpkr!19sChIJcVV78fWbLIgRmBnDgWpQivo?authuser=0&hl=en&rclk=1","(289) 952-9540","https://commissarykitchen.ca","user@domain.com"
"The Nook Coworking","845 Upper James St Unit 206B, Hamilton, ON L9C 3A3","https://www.google.com/maps/place/The+Nook+Coworking/data=!4m7!3m6!1s0x882c9b16764d83b3:0x1f6cec414ae7c093!8m2!3d43.2275507!4d-79.8812545!16s%2Fg%2F11khlp1z2m!19sChIJs4NNdhabLIgRk8DnSkHsbB8?authuser=0&hl=en&rclk=1","(365) 476-9675","https://thenookcoworking.ca",""
"The Village Hive Markham - Coworking & Meeting Space","55 Albert St Suite 100, Markham, ON L3P 2T5","https://www.google.com/maps/place/The+Village+Hive+Markham+-+Coworking+%26+Meeting+Space/data=!4m7!3m6!1s0x89d4d639ec60fd87:0xf7a4c398de4a4e8f!8m2!3d43.8780028!4d-79.2575769!16s%2Fg%2F11cmdq_m1y!19sChIJh_1g7DnW1IkRj05K3pjDpPc?authuser=0&hl=en&rclk=1","(416) 903-8063","https://thevillagehive.ca","info@eglintonhive.ca"
"LaunchHub Space 朗博共创空间","9390 Woodbine Ave Suite 323, Markham, ON L6C 0M5","https://www.google.com/maps/place/LaunchHub+Space+%E6%9C%97%E5%8D%9A%E5%85%B1%E5%88%9B%E7%A9%BA%E9%97%B4/data=!4m7!3m6!1s0x89d4d5e8eccccdc5:0xa1f813a0d5b18318!8m2!3d43.8720691!4d-79.3642657!16s%2Fg%2F11y4nb3pjy!19sChIJxc3M7OjV1IkRGIOx1aAT-KE?authuser=0&hl=en&rclk=1","(647) 518-0161","https://lhangels.com",""
"Venture X Richmond Hill/Markham","120 East Beaver Creek Rd Suite 200, Richmond Hill, ON L4B 4V1","https://www.google.com/maps/place/Venture+X+Richmond+Hill%2FMarkham/data=!4m7!3m6!1s0x89d4d5a764482e33:0x9794e2bd9a4af361!8m2!3d43.8525447!4d-79.3770895!16s%2Fg%2F11jtvvx43n!19sChIJMy5IZKfV1IkRYfNKmr3ilJc?authuser=0&hl=en&rclk=1","(905) 709-0000","https://venturexcanada.ca",""
"The Curators Hub","3760 14th Ave suite 600, Markham, ON L3R 3T7","https://www.google.com/maps/place/The+Curators+Hub/data=!4m7!3m6!1s0x89d4d5c5aacf9b37:0xf4d7c35f3f1f331d!8m2!3d43.8383022!4d-79.3285503!16s%2Fg%2F11xl626mm0!19sChIJN5vPqsXV1IkRHTMfP1_D1_Q?authuser=0&hl=en&rclk=1","(226) 756-2230","https://curatorshub.ca","info@curatorshub.ca"
"9S centre","200 Town Centre Blvd #419, Markham, ON L3R 8G5","https://www.google.com/maps/place/9S+centre/data=!4m7!3m6!1s0x89d4d5004b3ff9d3:0xce80d3f6c7bd8422!8m2!3d43.8582483!4d-79.3402784!16s%2Fg%2F11xfpwzwx1!19sChIJ0_k_SwDV1IkRIoS9x_bTgM4?authuser=0&hl=en&rclk=1","","https://9scentre.com","info@9scentre.ca"
"TCC Canada - The Markham Centre","55 Commerce Valley Dr W #502, Thornhill, ON L3T 7V9","https://www.google.com/maps/place/TCC+Canada+-+The+Markham+Centre/data=!4m7!3m6!1s0x882b2b0d69fd0557:0x56c20bd4ac23cbda!8m2!3d43.8387934!4d-79.3816644!16s%2Fg%2F11ygh7h67z!19sChIJVwX9aQ0rK4gR2ssjrNQLwlY?authuser=0&hl=en&rclk=1","(647) 577-4625","https://tcccanada.com",""
"M Club","155 Commerce Valley Dr E, Thornhill, ON L3T 7T2","https://www.google.com/maps/place/M+Club/data=!4m7!3m6!1s0x89d4d5738acbc63d:0x2f60194f74d24dd8!8m2!3d43.8421483!4d-79.3742516!16s%2Fg%2F11j22ndhmk!19sChIJPcbLinPV1IkR2E3SdE8ZYC8?authuser=0&hl=en&rclk=1","(905) 413-0000","https://mworldclub.com",""
"King's Commercial","9390 Woodbine Ave Unit 1C21, Markham, ON L6C 0M5","https://www.google.com/maps/place/King%27s+Commercial/data=!4m7!3m6!1s0x89d4d52372366bfd:0x8515dde51aeb22e9!8m2!3d43.8720691!4d-79.3642657!16s%2Fg%2F11xs9hxp9b!19sChIJ_Ws2ciPV1IkR6SLrGuXdFYU?authuser=0&hl=en&rclk=1","(289) 301-7944","https://kingscommercial.ca","hello@kingscommercial.ca"
"HQ Markham","7100 Woodbine Ave Unit 400, Markham, ON L3R 5J2","https://www.google.com/maps/place/HQ+Markham/data=!4m7!3m6!1s0x89d4d3300e701df7:0x965bfb8a0e723cde!8m2!3d43.8157867!4d-79.3499151!16s%2Fg%2F11xgv929xq!19sChIJ9x1wDjDT1IkR3jxyDor7W5Y?authuser=0&hl=en&rclk=1","(289) 914-2650","https://hq.com",""
"Flex Space Coworking Office & Event Space","10225 Yonge St Unit R, Richmond Hill, ON L4C 3B2","https://www.google.com/maps/place/Flex+Space+Coworking+Office+%26+Event+Space/data=!4m7!3m6!1s0x882b2b94e9252467:0xec280267a7223228!8m2!3d43.876786!4d-79.4379619!16s%2Fg%2F11jsb6pp2c!19sChIJZyQl6ZQrK4gRKDIip2cCKOw?authuser=0&hl=en&rclk=1","(905) 538-9888","https://flexspaceinc.ca",""
"Skyinheart","40 Shields Ct #200, Markham, ON L3R 9T5","https://www.google.com/maps/place/Skyinheart/data=!4m7!3m6!1s0x89d4d4980b922477:0xc7d4feeb76d36771!8m2!3d43.8353306!4d-79.357519!16s%2Fg%2F11y3mlylq_!19sChIJdySSC5jU1IkRcWfTduv-1Mc?authuser=0&hl=en&rclk=1","(647) 979-5474","https://skyinheart.ca",""
"Skytek Office Solutions","95 Mural St, Richmond Hill, ON L4B 3G2","https://www.google.com/maps/place/Skytek+Office+Solutions/data=!4m7!3m6!1s0x882b2b2ca0c65bd5:0xa2fd3a35d6258c96!8m2!3d43.8620629!4d-79.3809606!16s%2Fg%2F1thr7t5t!19sChIJ1VvGoCwrK4gRlowl1jU6_aI?authuser=0&hl=en&rclk=1","(905) 882-3131","https://skytek.ca","sales@skytek.ca"
"Woodbine Workspaces","7240 Woodbine Ave, Markham, ON L3R 1A4","https://www.google.com/maps/place/Woodbine+Workspaces/data=!4m7!3m6!1s0x89d4d3b52e11d1dd:0x38b4586bcee24632!8m2!3d43.8197853!4d-79.3508475!16s%2Fg%2F11w42qrtbq!19sChIJ3dERLrXT1IkRMkbizmtYtDg?authuser=0&hl=en&rclk=1","(416) 386-1200","https://woodbineworkspaces.com",""
"GSR Markham","8133 Warden Ave. Unit 602, Markham, ON L6G 0B5","https://www.google.com/maps/place/GSR+Markham/data=!4m7!3m6!1s0x89d4d57c41c70c3d:0x5670422ba7b23669!8m2!3d43.8474094!4d-79.3302727!16s%2Fg%2F11fltd_lm5!19sChIJPQzHQXzV1IkRaTaypytCcFY?authuser=0&hl=en&rclk=1","","https://8133 Warden Ave. Unit 602, Markham, ON L6G 0B5",""
"The Hub Office (Small offices, Shared space & Co-working)","290 Caldari Rd Unit 1, Concord, ON L4K 4J4","https://www.google.com/maps/place/The+Hub+Office+%28Small+offices,+Shared+space+%26+Co-working%29/data=!4m7!3m6!1s0x882b2fa74509ad91:0x4d84eaa17968003c!8m2!3d43.8253124!4d-79.5304217!16s%2Fg%2F11h8jb_hnc!19sChIJka0JRacvK4gRPABoeaHqhE0?authuser=0&hl=en&rclk=1","(905) 669-3949","https://thehubvaughan.ca","info@thehubvaughan.ca"
"Intelligent Office - Vaughan, Ontario (GTA)","400 Applewood Crescent Suite 100, Vaughan, ON L4K 0C3","https://www.google.com/maps/place/Intelligent+Office+-+Vaughan,+Ontario+%28GTA%29/data=!4m7!3m6!1s0x882b2f9e54c030e5:0x4ea16de8cc971652!8m2!3d43.8039117!4d-79.5406183!16s%2Fg%2F1vpfk4xj!19sChIJ5TDAVJ4vK4gRUhaXzOhtoU4?authuser=0&hl=en&rclk=1","(905) 482-0506","https://intelligentoffice.ca",""
"Network Spaces","80 Bass Pro Mills Dr #8, Concord, ON L4K 5W9","https://www.google.com/maps/place/Network+Spaces/data=!4m7!3m6!1s0x882b2fa1d70d2083:0xea482bd63db815a6!8m2!3d43.8219261!4d-79.5337001!16s%2Fg%2F11k4s5h26v!19sChIJgyAN16EvK4gRphW4PdYrSOo?authuser=0&hl=en&rclk=1","+1 888-669-0923","https://networkspaces.ca","impallari@gmail.com"
"The Hub Vaughan","290 Caldari Rd, Concord, ON L4K 4J4","https://www.google.com/maps/place/The+Hub+Vaughan/data=!4m7!3m6!1s0x882b2f3dbe171beb:0x732597c2417c71b0!8m2!3d43.8253829!4d-79.5303658!16s%2Fg%2F11f00bnmjx!19sChIJ6xsXvj0vK4gRsHF8QcKXJXM?authuser=0&hl=en&rclk=1","(905) 669-3949","https://thehubvaughan.ca","info@thehubvaughan.ca"
"ZEMLAR Offices - 3300 Highway 7","3300 Hwy 7 W Suite 600, Woodbridge, ON L4L 1A6","https://www.google.com/maps/place/ZEMLAR+Offices+-+3300+Highway+7/data=!4m7!3m6!1s0x882b2fe63ea50b27:0xc98cdb0fec475d77!8m2!3d43.7931204!4d-79.5319925!16s%2Fg%2F11w4qv84v8!19sChIJJwulPuYvK4gRd11H7A_bjMk?authuser=0&hl=en&rclk=1","(365) 544-3300","https://zemlar.ca",""
"Strive Co-Working","40 Pippin Rd, Concord, ON L4K 4M6","https://www.google.com/maps/place/Strive+Co-Working/data=!4m7!3m6!1s0x882b2f9743677feb:0xb05f7d5b7d514465!8m2!3d43.8102456!4d-79.5256109!16s%2Fg%2F11v0jmyp_x!19sChIJ639nQ5cvK4gRZURRfVt9X7A?authuser=0&hl=en&rclk=1","(416) 889-9101","https://workatstrive.com",""
"Access Business Centre","10271 Yonge St 3rd Floor, Suite 302, Richmond Hill, ON L4C 3B5","https://www.google.com/maps/place/Access+Business+Centre/data=!4m7!3m6!1s0x882b2a4e6f2b8aff:0x1113f8ce63398be1!8m2!3d43.877811!4d-79.4383187!16s%2Fg%2F1q69m1ktq!19sChIJ_4orb04qK4gR4Ys5Y874ExE?authuser=0&hl=en&rclk=1","(905) 237-4653","https://accessbusinesscentre.com","inquiries@accessbusiness.com"
"My Office Space","167 Applewood Crescent Unit 13, Vaughan, ON L4K 4K7","https://www.google.com/maps/place/My+Office+Space/data=!4m7!3m6!1s0x882b2f0a4d12dc21:0x3e8f8500a7766b54!8m2!3d43.8079673!4d-79.5341753!16s%2Fg%2F11f15h9j13!19sChIJIdwSTQovK4gRVGt2pwCFjz4?authuser=0&hl=en&rclk=1","(905) 581-4488","https://myofficespace.ca","micah@micahrich.com"
"Keele Street Business Centre","Concord, ON L4K 3P4","https://www.google.com/maps/place/Keele+Street+Business+Centre/data=!4m7!3m6!1s0x882b2ee88000dead:0xe230cff6e1540337!8m2!3d43.8196694!4d-79.5049872!16s%2Fg%2F11g22zzlff!19sChIJrd4AgOguK4gRNwNU4fbPMOI?authuser=0&hl=en&rclk=1","","",""
"Work Zoroast","535 Millway Ave unit 2, Vaughan, ON L4K 3V4","https://www.google.com/maps/place/Work+Zoroast/data=!4m7!3m6!1s0x882b2f005d98f657:0xdca628e0f8bd0d68!8m2!3d43.8080503!4d-79.5285573!16s%2Fg%2F11x5f6tl8q!19sChIJV_aYXQAvK4gRaA29-OAoptw?authuser=0&hl=en&rclk=1","","",""
"CollabHive – Coworking & Private Offices in Kitchener","72 Victoria St S, Kitchener, ON N2G 4Y9","https://www.google.com/maps/place/CollabHive+%E2%80%93+Coworking+%26+Private+Offices+in+Kitchener/data=!4m7!3m6!1s0x882bf513601411e7:0x574d170524835336!8m2!3d43.451053!4d-80.50031!16s%2Fg%2F11ww17w6_g!19sChIJ5xEUYBP1K4gRNlODJAUXTVc?authuser=0&hl=en&rclk=1","+1 855-265-4483","https://collabhive.ca","info@collabhive.ca"
"Den 1880","14 Erb St. W, Waterloo, ON N2L 1S7","https://www.google.com/maps/place/Den+1880/data=!4m7!3m6!1s0x882bf5c4198b511b:0xd5e9b3c3366e368a!8m2!3d43.465547!4d-80.523229!16s%2Fg%2F11v3jtllxd!19sChIJG1GLGcT1K4gRijZuNsOz6dU?authuser=0&hl=en&rclk=1","(519) 783-1505","https://den1880.co","user@domain.com"
"Catalyst Commons","137 Glasgow St Unit 210, Kitchener, ON N2G 4X8","https://www.google.com/maps/place/Catalyst+Commons/data=!4m7!3m6!1s0x882bf5dde5872973:0x1c649fee44c58848!8m2!3d43.4509118!4d-80.5135779!16s%2Fg%2F11jvg046tf!19sChIJcymH5d31K4gRSIjFRO6fZBw?authuser=0&hl=en&rclk=1","","https://catalyst-commons.com","info@catalyst-commons.com"
"Treehaus Collaborative Workspace","79 Joseph St, Kitchener, ON N2G 1J2","https://www.google.com/maps/place/Treehaus+Collaborative+Workspace/data=!4m7!3m6!1s0x882bf4f475311a95:0xa1aa3c841219531c!8m2!3d43.4489559!4d-80.4942426!16s%2Fg%2F11c0vk9r_l!19sChIJlRoxdfT0K4gRHFMZEoQ8qqE?authuser=0&hl=en&rclk=1","","",""
"YourSandboX","508 Riverbend Dr, Kitchener, ON N2K 3S3","https://www.google.com/maps/place/YourSandboX/data=!4m7!3m6!1s0x882bf34890aaa261:0xb486f52148a24d37!8m2!3d43.4752034!4d-80.4786241!16s%2Fg%2F11t7nh531_!19sChIJYaKqkEjzK4gRN02iSCH1hrQ?authuser=0&hl=en&rclk=1","(519) 743-5211 ext. 3000","https://(519) 743-5211 ext. 3000",""
"44 Gaukel Creative Workspace","44 Gaukel St Second Floor Unit 5, Kitchener, ON N2G 4Z4","https://www.google.com/maps/place/44+Gaukel+Creative+Workspace/data=!4m7!3m6!1s0x882bf54e6a95cc1b:0xf7e902dde0610ee9!8m2!3d43.449931!4d-80.493377!16s%2Fg%2F11kl6ggqd6!19sChIJG8yVak71K4gR6Q5h4N0C6fc?authuser=0&hl=en&rclk=1","(519) 880-3670 ext. 101","https://(519) 880-3670 ext. 101",""
"Builders Club","165 King St W, Kitchener, ON N2G 1A7","https://www.google.com/maps/place/Builders+Club/data=!4m7!3m6!1s0x882bf50046f28231:0x6283616f7e5fe84c!8m2!3d43.450783!4d-80.492199!16s%2Fg%2F11wh9n2hhd!19sChIJMYLyRgD1K4gRTOhffm9hg2I?authuser=0&hl=en&rclk=1","","https://buildersclub.ca","hello@buildersclub.ca"
"Drusk Offices Kitchener","314 Frederick St, Kitchener, ON N2H 2N7","https://www.google.com/maps/place/Drusk+Offices+Kitchener/data=!4m7!3m6!1s0x433751b10352d86d:0xc973338cef2002da!8m2!3d43.4565478!4d-80.4769517!16s%2Fg%2F11w3s8j5vf!19sChIJbdhSA7FRN0MR2gIg74wzc8k?authuser=0&hl=en&rclk=1","(226) 336-9889","https://druskoffices.ca","info@druskoffices.ca"
"Catalyst137","137 Glasgow St, Kitchener, ON N2M 5E3","https://www.google.com/maps/place/Catalyst137/data=!4m7!3m6!1s0x882bf442442b79d9:0xe5b7cb9dc5f9a855!8m2!3d43.4504623!4d-80.5139236!16s%2Fg%2F11c1vbp2jp!19sChIJ2XkrREL0K4gRVaj5xZ3Lt-U?authuser=0&hl=en&rclk=1","(519) 800-4395","https://catalyst-137.com","abaden@kiplingrealty.com"
"Chameleon Business Centres","22 King St S Suite 300, Waterloo, ON N2J 1N8","https://www.google.com/maps/place/Chameleon+Business+Centres/data=!4m7!3m6!1s0x882bf40d5411c4b7:0x6a20bc323758ea65!8m2!3d43.4646993!4d-80.5219499!16s%2Fg%2F11hdb0nwk9!19sChIJt8QRVA30K4gRZepYNzK8IGo?authuser=0&hl=en&rclk=1","(519) 279-0160","https://chameleonbusiness.ca",""
"Velocity","280 Joseph St, Kitchener, ON N2G 4Z5","https://www.google.com/maps/place/Velocity/data=!4m7!3m6!1s0x882bf4f57bbb739f:0xf524ac763c7bcc01!8m2!3d43.4517334!4d-80.5013548!16s%2Fg%2F11b6c800l0!19sChIJn3O7e_X0K4gRAcx7PHasJPU?authuser=0&hl=en&rclk=1","(519) 804-2240","https://velocityincubator.com",""
"Communitech","151 Charles St W Suite 100, Kitchener, ON N2G 1H6","https://www.google.com/maps/place/Communitech/data=!4m7!3m6!1s0x882bf154a15e1049:0x5cd1a72bf9b5f21b!8m2!3d43.4512795!4d-80.4981141!16s%2Fg%2F1tcvcjky!19sChIJSRBeoVTxK4gRG_K1-Sun0Vw?authuser=0&hl=en&rclk=1","(519) 888-9944","https://communitech.ca","front.desk@communitech.ca"
"Accent Workplace Environments","275 Shoemaker St, Kitchener, ON N2E 3B3","https://www.google.com/maps/place/Accent+Workplace+Environments/data=!4m7!3m6!1s0x882bf54518855555:0x65120d7f2c2b2758!8m2!3d43.4038625!4d-80.46835!16s%2Fg%2F11mwh58ndj!19sChIJVVWFGEX1K4gRWCcrLH8NEmU?authuser=0&hl=en&rclk=1","+1 800-665-9378","https://accentenvironments.com","livia@email.com"
"World Space","553 Ouellette Ave, Windsor, ON N9A 4J3","https://www.google.com/maps/place/World+Space/data=!4m7!3m6!1s0x883b2dc84b92fe59:0x1f1d90d93253a88!8m2!3d42.3145101!4d-83.0374592!16s%2Fg%2F11j0tc91qf!19sChIJWf6SS8gtO4gRiDolkw3Z8QE?authuser=0&hl=en&rclk=1","(226) 880-1786","https://worldspacewindsor.com",""
"CO: Workshare","1000 Drouillard Rd Upper, Windsor, ON N8Y 2P8","https://www.google.com/maps/place/CO:+Workshare/data=!4m7!3m6!1s0x883b2de6b3a0455b:0xb02524f99c1a56d2!8m2!3d42.3217369!4d-83.0001329!16s%2Fg%2F11pzyfj98p!19sChIJW0Wgs-YtO4gR0lYanPkkJbA?authuser=0&hl=en&rclk=1","(519) 707-6033","https://cofordcity.com","shane@spotvin.com"
"Execucentre","2557 Dougall Ave #6, Windsor, ON N8X 1T5","https://www.google.com/maps/place/Execucentre/data=!4m7!3m6!1s0x883b2c6978cf001b:0x42b8a1f01007ab14!8m2!3d42.2833357!4d-83.0211734!16s%2Fg%2F1hc2lrv77!19sChIJGwDPeGksO4gRFKsHEPChuEI?authuser=0&hl=en&rclk=1","(519) 971-7777","https://execucentre.ca",""
