Name,Address,Detail URL,Phone,Website,Email
"Suiteworks Business Centre","92 Caplan Ave, Barrie, ON L4N 9J2","https://www.google.com/maps/place/Suiteworks+Business+Centre/data=!4m7!3m6!1s0x882abdad6482492b:0x521815524489099!8m2!3d44.3384933!4d-79.6973266!16s%2Fg%2F1vvr6v8r!19sChIJK0mCZK29KogRmZBIJFWBIQU?authuser=0&hl=en&rclk=1","(705) 719-7976","https://suiteworks.ca","squamamedia@gmail.com"
"Innspace Executive Offices & Business Centre","30 Quarry Ridge Rd, Barrie, ON L4M 7G1","https://www.google.com/maps/place/Innspace+Executive+Offices+%26+Business+Centre/data=!4m7!3m6!1s0x882aa3792e81523d:0x39475125760da04c!8m2!3d44.4158367!4d-79.6562131!16s%2Fg%2F11f1xk69xn!19sChIJPVKBLnmjKogRTKANdiVRRzk?authuser=0&hl=en&rclk=1","(705) 721-4700","https://innspace.ca","bronwyn@innspace.ca"
"OfficeInc!","54 Cedar Pointe Dr #1207, Barrie, ON L4N 5R7","https://www.google.com/maps/place/OfficeInc!/data=!4m7!3m6!1s0x882abd342724ea19:0x7fc5140176101bdb!8m2!3d44.38184!4d-79.7140957!16s%2Fg%2F11f15ngrjn!19sChIJGeokJzS9KogR2xsQdgEUxX8?authuser=0&hl=en&rclk=1","(249) 888-9988","https://growwithofficeinc.com","info@officeinc.ca"
"Welham Centre","141 Welham Rd, Barrie, ON L4N 0B6","https://www.google.com/maps/place/Welham+Centre/data=!4m7!3m6!1s0x882abc8d0945c67f:0xdfdb793e012db71f!8m2!3d44.3528775!4d-79.6701563!16s%2Fg%2F11h5nckj84!19sChIJf8ZFCY28KogRH7ctAT55298?authuser=0&hl=en&rclk=1","""""","""""",""""""
"Sandbox Centre","24 Maple Ave 2ND FLOOR, Barrie, ON L4M 7W4","https://www.google.com/maps/place/Sandbox+Centre/data=!4m7!3m6!1s0x882aa346bb5d6ba9:0x62e725450dde121e!8m2!3d44.3878799!4d-79.6907007!16s%2Fg%2F11fknk03s8!19sChIJqWtdu0ajKogRHhLeDUUl52I?authuser=0&hl=en&rclk=1","(705) 503-6600","https://sandboxcentre.com","info@sandboxcentre.com"
"Canopy Coworking","1148 Snow Valley Rd Unit 1, Minesing, ON L9X 1J4","https://www.google.com/maps/place/Canopy+Coworking/data=!4m7!3m6!1s0x882a9934753a3991:0xfe73fc294595a920!8m2!3d44.4353753!4d-79.7409076!16s%2Fg%2F11kds8w6t_!19sChIJkTk6dTSZKogRIKmVRSn8c_4?authuser=0&hl=en&rclk=1","(705) 720-2878","https://canopycoworking.ca","connect@canopycoworking.ca"
"Shopspace","100 Barre Dr, Barrie, ON L4N 7P1","https://www.google.com/maps/place/Shopspace/data=!4m7!3m6!1s0x882abd3f0550f453:0x2e949fb84fa06784!8m2!3d44.3562803!4d-79.6565917!16s%2Fg%2F11l5z90l60!19sChIJU_RQBT-9KogRhGegT7iflC4?authuser=0&hl=en&rclk=1","(705) 817-7569","""""",""""""
"Team-Works","164 Innisfil St, Barrie, ON L4N 2L9","https://www.google.com/maps/place/Team-Works/data=!4m7!3m6!1s0x882abd2847801fa3:0x2a40c91b2dea67c3!8m2!3d44.3764057!4d-79.697866!16s%2Fg%2F1pxwfnktt!19sChIJox-ARyi9KogRw2fqLRvJQCo?authuser=0&hl=en&rclk=1","(705) 623-2111","""""",""""""
"Staples Studio Toronto - University Ave Coworking Space","375 University Ave #102, Toronto, ON M5G 2J5","https://www.google.com/maps/place/Staples+Studio+Toronto+-+University+Ave+Coworking+Space/data=!4m7!3m6!1s0x882b35592d941c6d:0x54b4c19ac0d9a0b8!8m2!3d43.6535246!4d-79.3868226!16s%2Fg%2F11j01bnfwk!19sChIJbRyULVk1K4gRuKDZwJrBtFQ?authuser=0&hl=en&rclk=1","(647) 477-0700","https://studio.staples.ca",""""""
"The Hub Office (Small offices, Shared space & Co-working)","290 Caldari Rd Unit 1, Concord, ON L4K 4J4","https://www.google.com/maps/place/The+Hub+Office+%28Small+offices,+Shared+space+%26+Co-working%29/data=!4m7!3m6!1s0x882b2fa74509ad91:0x4d84eaa17968003c!8m2!3d43.8253124!4d-79.5304217!16s%2Fg%2F11h8jb_hnc!19sChIJka0JRacvK4gRPABoeaHqhE0?authuser=0&hl=en&rclk=1","(905) 669-3949","https://thehubvaughan.ca",""""""
"Thinktank Workspace Inc.","68 Railside Rd suite F, North York, ON M3A 1A3","https://www.google.com/maps/place/Thinktank+Workspace+Inc./data=!4m7!3m6!1s0x89d4cd901dcc891b:0x846bf0dbef3d915c!8m2!3d43.7382878!4d-79.3230289!16s%2Fg%2F11c5_8d_kc!19sChIJG4nMHZDN1IkRXJE979vwa4Q?authuser=0&hl=en&rclk=1","(416) 441-9221","https://peerspace.com",""""""
"Staples Studio","2149 Yonge St Unit 202, Toronto, ON M4S 0C5","https://www.google.com/maps/place/Staples+Studio/data=!4m7!3m6!1s0x882b337fca494f7d:0x736eafa9da635cff!8m2!3d43.7041294!4d-79.3975357!16s%2Fg%2F11kxjxh395!19sChIJfU9Jyn8zK4gR_1xj2qmvbnM?authuser=0&hl=en&rclk=1","(647) 362-0075","https://studio.staples.ca",""""""
"The Village Hive Eglinton - Coworking & Meeting Space","120 Eglinton Ave E Suite 202, Toronto, ON M4P 1E2","https://www.google.com/maps/place/The+Village+Hive+Eglinton+-+Coworking+%26+Meeting+Space/data=!4m7!3m6!1s0x882b336f9278e269:0xf769547a9e11853d!8m2!3d43.7076991!4d-79.394878!16s%2Fg%2F11lgqmgvph!19sChIJaeJ4km8zK4gRPYURnnpUafc?authuser=0&hl=en&rclk=1","(647) 500-0980","https://eglintonhive.ca","info@eglintonhive.ca"
"Flex Space Coworking Office & Event Space","10225 Yonge St Unit R, Richmond Hill, ON L4C 3B2","https://www.google.com/maps/place/Flex+Space+Coworking+Office+%26+Event+Space/data=!4m7!3m6!1s0x882b2b94e9252467:0xec280267a7223228!8m2!3d43.876786!4d-79.4379619!16s%2Fg%2F11jsb6pp2c!19sChIJZyQl6ZQrK4gRKDIip2cCKOw?authuser=0&hl=en&rclk=1","(905) 538-9888","https://tagvenue.com","help@tagvenue.com"
"Staples Studio Corktown Coworking","517 Richmond St E, Toronto, ON M5A 2W7","https://www.google.com/maps/place/Staples+Studio+Corktown+Coworking/data=!4m7!3m6!1s0x89d4cbf444a04bab:0xf4608803e948154f!8m2!3d43.654142!4d-79.3644767!16s%2Fg%2F11rcbtylj0!19sChIJq0ugRPTL1IkRTxVI6QOIYPQ?authuser=0&hl=en&rclk=1","(437) 826-9023","https://studio.staples.ca",""""""
"Merge Spaces - Coworking Space, Private Office Space, Meeting Rooms in Toronto","2229 Kingston Rd, Scarborough, ON M1N 1T8","https://www.google.com/maps/place/Merge+Spaces+-+Coworking+Space,+Private+Office+Space,+Meeting+Rooms+in+Toronto/data=!4m7!3m6!1s0x89d4cf1b63a5fe9f:0x21924b1387333aa3!8m2!3d43.7047073!4d-79.2519995!16s%2Fg%2F11qb02j36w!19sChIJn_6lYxvP1IkRozozhxNLkiE?authuser=0&hl=en&rclk=1","(647) 479-8576","https://mergespaces.com","info@mergespaces.ca"
"Office146 Coworking Office","146 Thirtieth St, Etobicoke, ON M8W 3C4","https://www.google.com/maps/place/Office146+Coworking+Office/data=!4m7!3m6!1s0x882b49ad7f767993:0x400a70618dcd99f0!8m2!3d43.6010762!4d-79.5326244!16s%2Fg%2F11hdnvh2kq!19sChIJk3l2f61JK4gR8JnNjWFwCkA?authuser=0&hl=en&rclk=1","(289) 323-0490","https://nexudus.com",""""""
"Project Spaces Camden Street","20 Camden St Suite 200, Toronto, ON M5V 1V1","https://www.google.com/maps/place/Project+Spaces+Camden+Street/data=!4m7!3m6!1s0x882b34db89568941:0xc7d8cdba883936d5!8m2!3d43.6472915!4d-79.3969055!16s%2Fg%2F1q69vf957!19sChIJQYlWids0K4gR1TY5iLrN2Mc?authuser=0&hl=en&rclk=1","(416) 304-9014","""""",""""""
"Mission Thrift Store • Barrie","504 Big Bay Point Rd, Barrie, ON L4N 3Z5","https://www.google.com/maps/place/Mission+Thrift+Store+%E2%80%A2+Barrie/data=!4m7!3m6!1s0x882aa305309cdbbb:0x2a9cf37f3da3148f!8m2!3d44.3576549!4d-79.6468315!16s%2Fg%2F1tm1r2k3!19sChIJu9ucMAWjKogRjxSjPX_znCo?authuser=0&hl=en&rclk=1","(705) 797-1587","https://missionthriftstore.com",""""""
"SmartSpace GTA","92 Caplan Ave #304, Barrie, ON L4N 9J2","https://www.google.com/maps/place/SmartSpace+GTA/data=!4m7!3m6!1s0x882abdad6482492b:0xed116dc5f0ca069!8m2!3d44.3384177!4d-79.6970678!16s%2Fg%2F11bw65d8dk!19sChIJK0mCZK29KogRaaAMX9wW0Q4?authuser=0&hl=en&rclk=1","(647) 490-5252","https://smartspacegta.ca","info@smartspacegta.ca"
"MindShare Workspace Canada's 1st Mall Located Coworking Space","5100 Erin Mills Pkwy Suite I3, Mississauga, ON L5M 4Z5","https://www.google.com/maps/place/MindShare+Workspace+Canada%27s+1st+Mall+Located+Coworking+Space/data=!4m7!3m6!1s0x882b418982813427:0xc18604715c424d29!8m2!3d43.5586447!4d-79.7115912!16s%2Fg%2F11gf2hcdkj!19sChIJJzSBgolBK4gRKU1CXHEEhsE?authuser=0&hl=en&rclk=1","(905) 814-0900","https://mindshareworkspace.com","info@mindshareworkspace.com"
"re-Source THRIFT SHOP Barrie South","28 Commerce Park Dr Unit B, Barrie, ON L4N 8W8","https://www.google.com/maps/place/re-Source+THRIFT+SHOP+Barrie+South/data=!4m7!3m6!1s0x882abc4813fcb2db:0x39404d15e9118ea0!8m2!3d44.3285303!4d-79.6841505!16s%2Fg%2F11bwzmsbz9!19sChIJ27L8E0i8KogRoI4R6RVNQDk?authuser=0&hl=en&rclk=1","(705) 735-0444","https://re-sourcethriftshop.ca",""""""
"The Village Hive Markham - Coworking & Meeting Space","55 Albert St Suite 100, Markham, ON L3P 2T5","https://www.google.com/maps/place/The+Village+Hive+Markham+-+Coworking+%26+Meeting+Space/data=!4m7!3m6!1s0x89d4d639ec60fd87:0xf7a4c398de4a4e8f!8m2!3d43.8780028!4d-79.2575769!16s%2Fg%2F11cmdq_m1y!19sChIJh_1g7DnW1IkRj05K3pjDpPc?authuser=0&hl=en&rclk=1","(416) 903-8063","https://thevillagehive.ca","info@eglintonhive.ca"
"Barrie Office Rentals - Dunlop Business Centre","284 Dunlop St W unit #1, Barrie, ON L4N 1B9","https://www.google.com/maps/place/Barrie+Office+Rentals+-+Dunlop+Business+Centre/data=!4m7!3m6!1s0x882abd2d895fe723:0xa897d36ba245fe63!8m2!3d44.3825157!4d-79.706067!16s%2Fg%2F11bw57xj2n!19sChIJI-dfiS29KogRY_5FomvTl6g?authuser=0&hl=en&rclk=1","(647) 272-9942","""""",""""""
"Value Village","42 Caplan Ave, Barrie, ON L4N 0M5","https://www.google.com/maps/place/Value+Village/data=!4m7!3m6!1s0x882abdf48a1f230d:0x75aa0d8bb8a973d6!8m2!3d44.3384335!4d-79.6905004!16s%2Fg%2F11jt2mqp0x!19sChIJDSMfivS9KogR1nOpuIsNqnU?authuser=0&hl=en&rclk=1","(705) 408-2670","https://stores.savers.com",""""""
"Huddle Sharespace","104 Crockford Blvd, Scarborough, ON M1R 3C3","https://www.google.com/maps/place/Huddle+Sharespace/data=!4m7!3m6!1s0x89d4cd545eb139ed:0xa946c31e01ecd74b!8m2!3d43.7438777!4d-79.2908425!16s%2Fg%2F11hz000kwn!19sChIJ7TmxXlTN1IkRS9fsAR7DRqk?authuser=0&hl=en&rclk=1","(416) 755-3353","https://huddlesharespace.com","info@huddlesharespace.com"
"smOffice","12 Dunlop St E, Barrie, ON L4N 1A2","https://www.google.com/maps/place/smOffice/data=!4m7!3m6!1s0x882aa32952e2f1c7:0x22d44fd8eb867fe5!8m2!3d44.389354!4d-79.689622!16s%2Fg%2F11t2p_7_8v!19sChIJx_HiUimjKogR5X-G69hP1CI?authuser=0&hl=en&rclk=1","(705) 812-0689","https://smoffice.ca","letter@mail.com"
"CollabHive – Coworking & Private Offices in Scarborough","305 Milner Ave #700, Scarborough, ON M1B 3V4","https://www.google.com/maps/place/CollabHive+%E2%80%93+Coworking+%26+Private+Offices+in+Scarborough/data=!4m7!3m6!1s0x89d4d161c4eefbd5:0x19dab53350d1a016!8m2!3d43.7894193!4d-79.236172!16s%2Fg%2F11wmqjncfw!19sChIJ1fvuxGHR1IkRFqDRUDO12hk?authuser=0&hl=en&rclk=1","+1 855-265-4483","https://collabhive.ca","info@collabhive.ca"
"Small Business Centre of Barrie, Simcoe County and Orillia","24 Maple Ave 2ND FLOOR, Barrie, ON L4N 1R7","https://www.google.com/maps/place/Small+Business+Centre+of+Barrie,+Simcoe+County+and+Orillia/data=!4m7!3m6!1s0x882aa31b339cf9a5:0x7cd40aaaf83e7155!8m2!3d44.3878799!4d-79.6907007!16s%2Fg%2F11h6lr8gcf!19sChIJpfmcMxujKogRVXE--KoK1Hw?authuser=0&hl=en&rclk=1","(705) 720-2445","https://barriebusinesscentre.ca","smallbusiness@barrie.ca"
"Acme Works","229 Niagara St, Toronto, ON M6J 2L5","https://www.google.com/maps/place/Acme+Works/data=!4m7!3m6!1s0x882b34e2273b8557:0x9122ed7972e6b306!8m2!3d43.6436828!4d-79.4086189!16s%2Fg%2F1ptwy_dcf!19sChIJV4U7J-I0K4gRBrPmcnntIpE?authuser=0&hl=en&rclk=1","(416) 479-4458","https://officernd.com",""""""
"Stuff","525 Bryne Dr, Barrie, ON L4N 9P7","https://www.google.com/maps/place/Stuff/data=!4m7!3m6!1s0x882abc4916c37309:0x5c4d209ab031080e!8m2!3d44.3311744!4d-79.6876191!16s%2Fg%2F11c0vx88x3!19sChIJCXPDFkm8KogRDggxsJogTVw?authuser=0&hl=en&rclk=1","(705) 735-4400","https://stuffshoppe.ca","info@stuffshoppe.ca"
"Workhaus Coworking & Office Space","350 Bay St. 13th Floor, Toronto, ON M5H 2S6","https://www.google.com/maps/place/Workhaus+Coworking+%26+Office+Space/data=!4m7!3m6!1s0x89d4cb3045815ea9:0x170d1900cb986465!8m2!3d43.6504477!4d-79.3812685!16s%2Fg%2F11b6v5ycww!19sChIJqV6BRTDL1IkRZWSYywAZDRc?authuser=0&hl=en&rclk=1","(416) 917-3392","https://workhaus.ca","hello@workhaus.ca"
"Spaces Queen West","180 John St, Toronto, ON M5T 1X5","https://www.google.com/maps/place/Spaces+Queen+West/data=!4m7!3m6!1s0x882b34c55819e6a9:0x4b51f2dfb4f97bc6!8m2!3d43.6507263!4d-79.3916822!16s%2Fg%2F11f_mhg8lr!19sChIJqeYZWMU0K4gRxnv5tN_yUUs?authuser=0&hl=en&rclk=1","(647) 475-5500","https://spacesworks.com",""""""
"Spaces Gladstone","34 Minowan Miikan Ln, Toronto, ON M6J 0G3","https://www.google.com/maps/place/Spaces+Gladstone/data=!4m7!3m6!1s0x882b35d20682e2a3:0x1c72046f06ba7f3e!8m2!3d43.643385!4d-79.428336!16s%2Fg%2F11fmy14wpx!19sChIJo-KCBtI1K4gRPn-6Bm8Echw?authuser=0&hl=en&rclk=1","(437) 702-2900","https://spacesworks.com",""""""
"Rival Office Solutions Inc","111 Saunders Rd, Barrie, ON L4N 9A7","https://www.google.com/maps/place/Rival+Office+Solutions+Inc/data=!4m7!3m6!1s0x882abc69d45a8379:0xae54f743b35306a8!8m2!3d44.3311626!4d-79.6804465!16s%2Fg%2F1tdvqc7t!19sChIJeYNa1Gm8KogRqAZTs0P3VK4?authuser=0&hl=en&rclk=1","+1 877-662-8224","""""",""""""
"The Collective Workspace","14 Leswyn Rd, North York, ON M6A 1K3","https://www.google.com/maps/place/The+Collective+Workspace/data=!4m7!3m6!1s0x882b33d6d3255555:0x12900068f8649c5a!8m2!3d43.7165718!4d-79.4648226!16s%2Fg%2F11h7s41ynf!19sChIJVVUl09YzK4gRWpxk-GgAkBI?authuser=0&hl=en&rclk=1","(416) 816-5879","https://tagvenue.com","help@tagvenue.com"
"Spaces Bay Street","200 Bay St. Suite 1200, Toronto, ON M5J 2J2","https://www.google.com/maps/place/Spaces+Bay+Street/data=!4m7!3m6!1s0x89d4cb90cd509239:0x3e0cb26d160653a1!8m2!3d43.6463463!4d-79.3796993!16s%2Fg%2F11fss16g05!19sChIJOZJQzZDL1IkRoVMGFm2yDD4?authuser=0&hl=en&rclk=1","(647) 375-2800","https://spacesworks.com",""""""
"Workplace One Office Space & Coworking","340 King St E, Toronto, ON M5A 1K8","https://www.google.com/maps/place/Workplace+One+Office+Space+%26+Coworking/data=!4m7!3m6!1s0x89d4cb3eb756e2db:0xec0e4f5545fbd624!8m2!3d43.6531013!4d-79.362876!16s%2Fg%2F1pt_9ldp0!19sChIJ2-JWtz7L1IkRJNb7RVVPDuw?authuser=0&hl=en&rclk=1","(416) 645-7045","https://workplaceone.com","info@workplaceone.com"
"Lokaal Coworking","142 Westmount Ave 2nd Floor, Toronto, ON M6H 3K4","https://www.google.com/maps/place/Lokaal+Coworking/data=!4m7!3m6!1s0x882b3514490f37cd:0xefbe838afc529f4f!8m2!3d43.6779087!4d-79.4420301!16s%2Fg%2F11fd6n7tsx!19sChIJzTcPSRQ1K4gRT59S_IqDvu8?authuser=0&hl=en&rclk=1","(416) 613-0512","""""",""""""
"OnTheMark Vintage","118 Dunlop St E, Barrie, ON L4M 1A4","https://www.google.com/maps/place/OnTheMark+Vintage/data=!4m7!3m6!1s0x882aa300647db837:0xf5c24becacd7497c!8m2!3d44.3895375!4d-79.6858822!16s%2Fg%2F11vyx2tbll!19sChIJN7h9ZACjKogRfEnXrOxLwvU?authuser=0&hl=en&rclk=1","(647) 923-9069","https://instagram.com",""""""
"Spacebar CoWorking","6725 Millcreek Dr Unit 1, Mississauga, ON L5N 5V3","https://www.google.com/maps/place/Spacebar+CoWorking/data=!4m7!3m6!1s0x882b6b4038a76f25:0xef29e91f6f17287e!8m2!3d43.5958819!4d-79.7494154!16s%2Fg%2F11q8g335cb!19sChIJJW-nOEBrK4gRfigXbx_pKe8?authuser=0&hl=en&rclk=1","(905) 351-1464","https://spacebarcowork.com","hello@spacebarcowork.com"
"Spaces The Permanent","320 Bay St., Toronto, ON M5H 4A6","https://www.google.com/maps/place/Spaces+The+Permanent/data=!4m7!3m6!1s0x882b355cfb75b72d:0x440bb5d34e3f7d23!8m2!3d43.6496021!4d-79.3808823!16s%2Fg%2F11lgmz9nn7!19sChIJLbd1-1w1K4gRI30_TtO1C0Q?authuser=0&hl=en&rclk=1","(437) 290-6300","https://spacesworks.com",""""""
"Spaces The Junction","1655 Dupont St Suite #101, Toronto, ON M6P 3T1","https://www.google.com/maps/place/Spaces+The+Junction/data=!4m7!3m6!1s0x882b35b7527ec387:0x277c02ea873a1e32!8m2!3d43.6642183!4d-79.4561492!16s%2Fg%2F11h5h34td3!19sChIJh8N-Urc1K4gRMh46h-oCfCc?authuser=0&hl=en&rclk=1","(437) 703-8900","https://spacesworks.com",""""""
"Mark's","80 Concert Way Unit 5/6, Barrie, ON L4N 6N5","https://www.google.com/maps/place/Mark%27s/data=!4m7!3m6!1s0x882abc51dc2fa5cf:0x34952ed5e8261184!8m2!3d44.3398544!4d-79.6846122!16s%2Fg%2F1pzsld1lv!19sChIJz6Uv3FG8KogRhBEm6NUulTQ?authuser=0&hl=en&rclk=1","(705) 739-3512","https://marks.com",""""""
"Office49","17817 Leslie St Suite 49, Newmarket, ON L3Y 8C6","https://www.google.com/maps/place/Office49/data=!4m7!3m6!1s0x882acdc22aba1f61:0x6ceb3e831bc58155!8m2!3d44.0734764!4d-79.4332229!16s%2Fg%2F11kc4k7cdh!19sChIJYR-6KsLNKogRVYHFG4M-62w?authuser=0&hl=en&rclk=1","+1 877-566-1199","https://office49.ca","administration@office49.ca"
"WorkCo","39 Advance Rd, Etobicoke, ON M8Z 2S6","https://www.google.com/maps/place/WorkCo/data=!4m7!3m6!1s0x882b37eece426a61:0xc51c26a4867aa6e1!8m2!3d43.633785!4d-79.5272494!16s%2Fg%2F11hdxzss_c!19sChIJYWpCzu43K4gR4aZ6hqQmHMU?authuser=0&hl=en&rclk=1","(905) 891-0691","https://workco.ca",""""""
"EAST ROOM","50 Carroll St, Toronto, ON M4M 3G3","https://www.google.com/maps/place/EAST+ROOM/data=!4m7!3m6!1s0x89d4cb6be6356375:0x2a9c8646b670787f!8m2!3d43.6601806!4d-79.3534831!16s%2Fg%2F11b6rwsc_2!19sChIJdWM15mvL1IkRf3hwtkaGnCo?authuser=0&hl=en&rclk=1","(416) 628-5333","https://eastroom.com","info@eastroom.com"
"Commercial Insiders","299 Lakeshore Dr, Barrie, ON L4N 0B4","https://www.google.com/maps/place/Commercial+Insiders/data=!4m7!3m6!1s0x882abcb780100001:0xd8811a4bc5acf410!8m2!3d44.3731195!4d-79.6699008!16s%2Fg%2F11rsqxrpbc!19sChIJAQAQgLe8KogREPSsxUsagdg?authuser=0&hl=en&rclk=1","(705) 728-4067","https://commercialinsiders.ca","info@commercialinsiders.ca"
"Spare Room - Shared Artist Studios","facing the waterfront, 12 Lakeshore Mews Studio located at the back of, Dunlop St W, Barrie, ON L4M 1A6","https://www.google.com/maps/place/Spare+Room+-+Shared+Artist+Studios/data=!4m7!3m6!1s0x882aa300091ae413:0x9372b084b830d4ab!8m2!3d44.3889813!4d-79.6861745!16s%2Fg%2F11h99xh2tm!19sChIJE-QaCQCjKogRq9QwuISwcpM?authuser=0&hl=en&rclk=1","""""","https://spareroombarrie.com","spareroom.artiststudios@gmail.com"
"Winners","30 N Village Way, Barrie, ON L4N 6P3","https://www.google.com/maps/place/Winners/data=!4m7!3m6!1s0x882abc4ecf155e2d:0x35a2f0eb5f05a032!8m2!3d44.3415042!4d-79.6814745!16s%2Fg%2F1tfmjfp7!19sChIJLV4Vz068KogRMqAFX-vwojU?authuser=0&hl=en&rclk=1","(705) 725-8552","https://winners.ca",""""""
"Spaces North York","5200 Yonge St, North York, ON M2N 5P6","https://www.google.com/maps/place/Spaces+North+York/data=!4m7!3m6!1s0x882b2dbfaa351b45:0x5a59a5c713570f7b!8m2!3d43.7706673!4d-79.4137297!16s%2Fg%2F11fmy17tqh!19sChIJRRs1qr8tK4gRew9XE8elWVo?authuser=0&hl=en&rclk=1","(437) 375-9300","https://spacesworks.com",""""""
"Cloudworker Solutions","140 Dunlop St E Suite 510, Barrie, ON L4M 6H9","https://www.google.com/maps/place/Cloudworker+Solutions/data=!4m7!3m6!1s0x882abc8fb5f3c665:0x7c114b7c748041f!8m2!3d44.38942!4d-79.68451!16s%2Fg%2F1ptxz3jqp!19sChIJZcbztY-8KogRHwRIx7cUwQc?authuser=0&hl=en&rclk=1","(905) 716-1456","""""",""""""
"Touchdown Coworking Space","2030 Bristol Cir Suite 210, Oakville, ON L6H 6P5","https://www.google.com/maps/place/Touchdown+Coworking+Space/data=!4m7!3m6!1s0x882b43391674aca5:0x7394b72f3fe91f4f!8m2!3d43.5105314!4d-79.6709884!16s%2Fg%2F11h6t7706p!19sChIJpax0FjlDK4gRTx_pPy-3lHM?authuser=0&hl=en&rclk=1","+1 877-793-0853","https://touchdowncoworking.com","hello@touchdowncoworking.com"
"ScaleUp Spaces","2921 ON-11, Oro Station, ON L0L 2E0","https://www.google.com/maps/place/ScaleUp+Spaces/data=!4m7!3m6!1s0x882aa9b9013b82cb:0xd209f805b36d1aad!8m2!3d44.4761213!4d-79.5373365!16s%2Fg%2F11x68_rklm!19sChIJy4I7AbmpKogRrRptswX4CdI?authuser=0&hl=en&rclk=1","(705) 794-1733","https://scaleupspaces.com","luca@scaleupspaces.com"
"WorkWell Spaces","901 Guelph Line, Burlington, ON L7R 3N8","https://www.google.com/maps/place/WorkWell+Spaces/data=!4m7!3m6!1s0x882b61cc02eda2ad:0x92df6b8dcbcbfcc2!8m2!3d43.349547!4d-79.79851!16s%2Fg%2F11txhwxshx!19sChIJraLtAsxhK4gRwvzLy41r35I?authuser=0&hl=en&rclk=1","(289) 222-2888","https://peerspace.com",""""""
"Hartley Haus - Professional Suites & Coworking Space","36 Andrew St S Suite #01, Orillia, ON L3V 5J1","https://www.google.com/maps/place/Hartley+Haus+-+Professional+Suites+%26+Coworking+Space/data=!4m7!3m6!1s0x4d2aa93113dfaa41:0x9ae556676f18d2eb!8m2!3d44.6068098!4d-79.419823!16s%2Fg%2F11j0rsjkcg!19sChIJQarfEzGpKk0R69IYb2dW5Zo?authuser=0&hl=en&rclk=1","(249) 888-9996","https://hartleyhaus.ca","email@yourbusiness.com"
"Workplace K","5700 Yonge St #200, North York, ON M2M 4K2","https://www.google.com/maps/place/Workplace+K/data=!4m7!3m6!1s0x882b2d11ca622cd5:0x61891a26d773e825!8m2!3d43.7810705!4d-79.4167143!16s%2Fg%2F11lm_t8nwj!19sChIJ1SxiyhEtK4gRJehz1yYaiWE?authuser=0&hl=en&rclk=1","(416) 949-6666","https://workplacek.com",""""""
"Warehouse Events","66 Barrie View Dr, Barrie, ON L4N 8V4","https://www.google.com/maps/place/Warehouse+Events/data=!4m7!3m6!1s0x882abc4e1df3c7d3:0x805170cfc0ad391a!8m2!3d44.3368327!4d-79.6881164!16s%2Fg%2F11c2p_tnry!19sChIJ08fzHU68KogRGjmtwM9wUYA?authuser=0&hl=en&rclk=1","""""","""""",""""""
"Spaces Yorkville","99 Yorkville Ave Unit 200, Toronto, ON M5R 3K5","https://www.google.com/maps/place/Spaces+Yorkville/data=!4m7!3m6!1s0x882b35d0d67c4f57:0xc1aa66532cafd487!8m2!3d43.6707!4d-79.3918!16s%2Fg%2F11gk8s0hhk!19sChIJV0981tA1K4gRh9SvLFNmqsE?authuser=0&hl=en&rclk=1","(647) 362-7601","https://spacesworks.com",""""""
"The Professional Centre","120 Adelaide St W #2500, Toronto, ON M5H 3V1","https://www.google.com/maps/place/The+Professional+Centre/data=!4m7!3m6!1s0x882b34d279e9cc7d:0xde8c2ef0efed03f6!8m2!3d43.6499721!4d-79.3832232!16s%2Fg%2F1tczq_53!19sChIJfczpedI0K4gR9gPt7_AujN4?authuser=0&hl=en&rclk=1","(416) 367-1055","https://theprofessionalcentre.com","info@profcentre.com"
"Tanger Outlets Cookstown","3311 Simcoe 89, Cookstown, ON L0L 1L0","https://www.google.com/maps/place/Tanger+Outlets+Cookstown/data=!4m7!3m6!1s0x882ac0d32785ddb3:0x3212e71017282c47!8m2!3d44.1990319!4d-79.6514386!16s%2Fg%2F1tcxkd32!19sChIJs92FJ9PAKogRRywoFxDnEjI?authuser=0&hl=en&rclk=1","(705) 458-1371","https://tangeroutlet.com","TangerAshevilleManagement@tanger.com"
"Startuptive | Coworking and Team Office in Downtown Toronto","123 Edward St Suite 205, Toronto, ON M5G 1E2","https://www.google.com/maps/place/Startuptive+%7C+Coworking+and+Team+Office+in+Downtown+Toronto/data=!4m7!3m6!1s0x882b34c96843f507:0x6d73d5fe2a44194d!8m2!3d43.6556211!4d-79.3867882!16s%2Fg%2F11fzs15jfd!19sChIJB_VDaMk0K4gRTRlEKv7Vc20?authuser=0&hl=en&rclk=1","+1 800-989-5573","https://peerspace.com",""""""
"Centre for Social Innovation","192 Spadina Ave., Toronto, ON M5T 2C2","https://www.google.com/maps/place/Centre+for+Social+Innovation/data=!4m7!3m6!1s0x882b34c4ad9548ff:0x67f9817af94fec8d!8m2!3d43.650018!4d-79.3971586!16s%2Fg%2F11cllnxt0g!19sChIJ_0iVrcQ0K4gRjexP-XqB-Wc?authuser=0&hl=en&rclk=1","(416) 979-3939","""""",""""""
